OBJECTID,KHETNAME,KHETCODE,SROKCODE,KHUMCODE,KHUMNAME,SROKNAME,Perimet,Area,Ha,headwork,history,health,irripro,pagoda,school,canal,building,FAM19,MAL19,FEM19,FAM17,MAL17,FEM17,vilage_n,settel_h,orchard,crop,paddy_h,urban_h,srok,khum,khet,para,area_1,hect,lat,long,lat1,long1
"1407",Siemreap,"17","1711","171110",Ta Yaek,Soutr Nikom,49363.500736,83443123.821800,8344.312382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8559.120000,0.000000,695.000000,1408.000000,1400.000000,677.000000,1486.000000,1539.000000,2.000000,46.190000,0.000000,0.000000,357.860000,0.000000,Soutr Nikom,Ta Yaek,Siemreap,49363.501,83443123.822,8344.312,13.309000,104.1850,13.890,103.640
"1410",Battambang,"02","0202","020207",Boeng Pring,Thma Koul,65909.181077,81040691.627500,8104.069163,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,4.150000,661.000000,2737.000000,6551.000000,6736.000000,2664.000000,7511.000000,7826.000000,5.000000,362.850000,0.000000,0.000000,4738.690000,126.440000,Thma Koul,Boeng Pring,Battambang,65909.181,81040691.628,8104.069,13.381000,103.0830,13.360,102.870
"1412",Battambang,"02","0204","020403",Lvea,Bavel,79797.237489,137471534.462000,13747.153446,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,3.490000,857.000000,3065.000000,6328.000000,6441.000000,3237.000000,6593.000000,7002.000000,12.000000,388.200000,0.000000,0.000000,7801.000000,164.710000,Bavel,Lvea,Battambang,79797.237,137471534.462,13747.153,13.420000,103.6580,13.360,102.870
"1414",Siemreap,"17","1704","170406",Kouk Thlok Leu,Chi Kraeng,90639.369580,212584657.176000,21258.465718,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,4288.540000,0.000000,441.000000,1055.000000,1074.000000,419.000000,923.000000,987.000000,2.000000,36.670000,0.000000,25.520000,1261.600000,29.480000,Chi Kraeng,Kouk Thlok Leu,Siemreap,90639.370,212584657.176,21258.466,13.314000,104.2940,13.890,103.640
"1415",Siemreap,"17","1707","170709",Pou Treay,Puok,41756.843287,74871123.597000,7487.112360,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,435.000000,995.000000,1035.000000,436.000000,970.000000,993.000000,2.000000,0.000000,0.000000,0.000000,49.160000,15.210000,Puok,Pou Treay,Siemreap,41756.843,74871123.597,7487.112,13.377000,103.5290,13.890,103.640
"1416",Siemreap,"17","1710","171011",Ampil,Siem Reab,30203.910145,55550673.332200,5555.067333,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3459.900000,78.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,119.450000,0.000000,0.000000,628.890000,29.680000,Siem Reab,Ampil,Siemreap,30203.910,55550673.332,5555.067,13.397000,103.9470,13.890,103.640
"1417",Siemreap,"17","1707","170713",Samraong Yea,Puok,42627.142961,47146183.152100,4714.618315,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2330.640000,21.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2286.900000,0.860000,Puok,Samraong Yea,Siemreap,42627.143,47146183.152,4714.618,13.365000,103.6890,13.890,103.640
"1420",Banteay Meanchey,"01","0102","010207",Phnum Touch,Mongkol Borei,46634.342295,47617990.089900,4761.799009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.180000,134.000000,2434.000000,4881.000000,4807.000000,2408.000000,4635.000000,4672.000000,8.000000,402.550000,0.000000,0.000000,2768.440000,49.800000,Mongkol Borei,Phnum Touch,Banteay Meanchey,46634.342,47617990.090,4761.799,13.409000,103.0430,13.900,103.370
"1424",Siemreap,"17","1709","170903",Ballangk,Prasat Bakong,29899.099977,42556296.914200,4255.629691,0.000000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,694.000000,485.000000,1028.000000,1115.000000,431.000000,1018.000000,1048.000000,2.000000,85.030000,0.000000,0.000000,1542.500000,74.290000,Prasat Bakong,Ballangk,Siemreap,29899.100,42556296.914,4255.630,13.406000,104.0260,13.890,103.640
"1428",Banteay Meanchey,"01","0102","010211",Soea,Mongkol Borei,62541.652994,128496570.419000,12849.657042,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,4.010000,176.000000,2622.000000,5178.000000,5075.000000,2437.000000,5003.000000,4991.000000,7.000000,445.500000,0.000000,0.000000,9574.180000,19.290000,Mongkol Borei,Soea,Banteay Meanchey,62541.653,128496570.419,12849.657,13.405000,102.8810,13.900,103.370
"1432",Siemreap,"17","1707","170710",Puok,Puok,53712.025148,58592222.085200,5859.222209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3434.920000,47.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2146.830000,6.200000,Puok,Puok,Siemreap,53712.025,58592222.085,5859.222,13.387000,103.6790,13.890,103.640
"1439",Siemreap,"17","1711","171101",Chan Sa,Soutr Nikom,51706.387141,93163482.605000,9316.348261,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,3871.300000,7.000000,600.000000,1546.000000,1624.000000,603.000000,1498.000000,1584.000000,6.000000,254.300000,0.000000,4.830000,1387.790000,41.380000,Soutr Nikom,Chan Sa,Siemreap,51706.387,93163482.605,9316.348,13.379000,104.1100,13.890,103.640
"1441",Banteay Meanchey,"01","0102","010210",Sambuor,Mongkol Borei,65803.120458,76690820.435300,7669.082044,0.000000,0.000000,1.000000,0.000000,1.000000,6.000000,0.000000,1262.000000,1960.000000,3920.000000,4086.000000,1900.000000,3791.000000,4012.000000,11.000000,124.690000,0.000000,0.000000,5626.320000,185.030000,Mongkol Borei,Sambuor,Banteay Meanchey,65803.120,76690820.435,7669.082,13.436000,103.4430,13.900,103.370
"1444",Banteay Meanchey,"01","0102","010204",Kouk Ballangk,Mongkol Borei,41989.898396,55866442.678700,5586.644268,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.360000,192.000000,1385.000000,3196.000000,3608.000000,1333.000000,3166.000000,3203.000000,7.000000,262.860000,0.000000,0.000000,4842.370000,58.830000,Mongkol Borei,Kouk Ballangk,Banteay Meanchey,41989.898,55866442.679,5586.644,13.456000,103.1280,13.900,103.370
"1445",Siemreap,"17","1711","171107",Khnar Pou,Soutr Nikom,40722.954943,57238198.611900,5723.819861,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,17.000000,766.000000,1847.000000,1930.000000,718.000000,1977.000000,2077.000000,4.000000,125.610000,0.000000,34.530000,546.830000,1.960000,Soutr Nikom,Khnar Pou,Siemreap,40722.955,57238198.612,5723.820,13.426000,104.0870,13.890,103.640
"1446",Siemreap,"17","1703","170305",Run Ta Aek,Banteay Srei,43717.791188,95030850.431800,9503.085043,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,558.000000,1218.000000,1198.000000,502.000000,1139.000000,1222.000000,3.000000,70.660000,0.000000,0.220000,337.130000,0.080000,Banteay Srei,Run Ta Aek,Siemreap,43717.791,95030850.432,9503.085,13.467000,104.0330,13.890,103.640
"1447",Banteay Meanchey,"01","0102","010203",Chamnaom,Mongkol Borei,57408.734651,114416084.682000,11441.608468,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,8.640000,212.000000,3558.000000,7309.000000,6956.000000,3518.000000,7166.000000,7164.000000,13.000000,683.650000,0.000000,0.000000,9079.960000,71.980000,Mongkol Borei,Chamnaom,Banteay Meanchey,57408.735,114416084.682,11441.608,13.452000,102.8940,13.900,103.370
"1448",Siemreap,"17","1713","171301",Boeng Mealea,Svay Leu,70080.981925,187769330.128000,18776.933013,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,226.110000,72.770000,0.020000,Svay Leu,Boeng Mealea,Siemreap,70080.982,187769330.128,18776.933,13.455000,104.2790,13.890,103.640
"1449",Banteay Meanchey,"01","0102","010206",Ou Prasat,Mongkol Borei,50595.137464,38905897.836900,3890.589784,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.380000,9.000000,3050.000000,5582.000000,6027.000000,3019.000000,5496.000000,5877.000000,10.000000,820.330000,0.000000,0.000000,965.860000,22.190000,Mongkol Borei,Ou Prasat,Banteay Meanchey,50595.137,38905897.837,3890.590,13.447000,103.0360,13.900,103.370
"1452",Siemreap,"17","1707","170708",Mukh Paen,Puok,54252.289716,140076619.802000,14007.661980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4923.000000,8.000000,245.000000,514.000000,536.000000,242.000000,482.000000,539.000000,1.000000,24.460000,0.000000,0.000000,5082.110000,0.720000,Puok,Mukh Paen,Siemreap,54252.290,140076619.802,14007.662,13.432000,103.5920,13.890,103.640
"1453",Banteay Meanchey,"01","0102","010212",Srah Reang,Mongkol Borei,26803.439158,32778924.851200,3277.892485,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,19.000000,1922.000000,3962.000000,3984.000000,1885.000000,3651.000000,3705.000000,9.000000,304.200000,0.000000,0.000000,2706.080000,52.860000,Mongkol Borei,Srah Reang,Banteay Meanchey,26803.439,32778924.851,3277.892,13.493000,103.0950,13.900,103.370
"1455",Siemreap,"17","1707","170702",Doun Kaev,Puok,29786.462810,53448136.893200,5344.813689,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2406.360000,44.000000,588.000000,1316.000000,1383.000000,551.000000,1281.000000,1348.000000,3.000000,232.660000,0.000000,0.000000,621.120000,7.490000,Puok,Doun Kaev,Siemreap,29786.463,53448136.893,5344.814,13.481000,103.7720,13.890,103.640
"1456",Siemreap,"17","1707","170707",Lvea,Puok,66608.897842,130875580.028000,13087.558003,1.000000,0.000000,0.000000,0.000000,0.000000,3.000000,2.250000,86.000000,1537.000000,3834.000000,3827.000000,1519.000000,3611.000000,3719.000000,6.000000,288.910000,0.000000,0.000000,5781.320000,75.300000,Puok,Lvea,Siemreap,66608.898,130875580.028,13087.558,13.420000,103.6580,13.890,103.640
"1457",Banteay Meanchey,"01","0102","010208",Rohat Tuek,Mongkol Borei,40410.986896,61648242.767900,6164.824277,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.100000,25.000000,2830.000000,5925.000000,6255.000000,2714.000000,5881.000000,6315.000000,12.000000,527.530000,0.000000,0.000000,4499.690000,33.510000,Mongkol Borei,Rohat Tuek,Banteay Meanchey,40410.987,61648242.768,6164.824,13.487000,102.9450,13.900,103.370
"1460",Banteay Meanchey,"01","0102","010201",Banteay Neang,Mongkol Borei,46669.459766,52564360.799600,5256.436080,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,2.200000,57.000000,4521.000000,9776.000000,9492.000000,4387.000000,9507.000000,9343.000000,17.000000,703.740000,0.000000,0.000000,2540.810000,79.450000,Mongkol Borei,Banteay Neang,Banteay Meanchey,46669.460,52564360.800,5256.436,13.475000,103.0440,13.900,103.370
"1461",Banteay Meanchey,"01","0109","010906",Ta Kong,Malai,59807.588341,126467502.550000,12646.750255,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,38.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2041.520000,4.510000,Malai,Ta Kong,Banteay Meanchey,59807.588,126467502.550,12646.750,13.458000,102.7370,13.900,103.370
"1464",Siemreap,"17","1706","170606",Sambuor,Kralanh,73840.337010,149098863.656000,14909.886366,0.000000,0.000000,1.000000,0.000000,0.000000,6.000000,1335.710000,1423.000000,1399.000000,3517.000000,3671.000000,1376.000000,3429.000000,3535.000000,7.000000,238.690000,0.000000,0.000000,7181.050000,319.260000,Kralanh,Sambuor,Siemreap,73840.337,149098863.656,14909.886,13.436000,103.4430,13.890,103.640
"1465",Banteay Meanchey,"01","0102","010213",Ta Lam,Mongkol Borei,40827.482383,36964237.178300,3696.423718,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,1.030000,300.000000,2179.000000,4248.000000,4221.000000,2151.000000,4404.000000,4150.000000,7.000000,232.020000,0.000000,0.000000,2877.810000,114.640000,Mongkol Borei,Ta Lam,Banteay Meanchey,40827.482,36964237.178,3696.424,13.521000,103.1040,13.900,103.370
"1466",Siemreap,"17","1704","170404",Khvav,Chi Kraeng,132845.440417,551875036.519000,55187.503652,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,172.540000,774.620000,0.970000,Chi Kraeng,Khvav,Siemreap,132845.440,551875036.519,55187.504,13.436000,104.5000,13.890,103.640
"1469",Siemreap,"17","1707","170701",Sasar Sdam,Puok,32298.721750,52236026.386400,5223.602639,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,1.060000,627.000000,2090.000000,4855.000000,5151.000000,2014.000000,4902.000000,4924.000000,9.000000,463.230000,0.000000,0.000000,2282.520000,131.850000,Puok,Sasar Sdam,Siemreap,32298.722,52236026.386,5223.603,13.513000,103.6310,13.890,103.640
"1470",Banteay Meanchey,"01","0102","010202",Bat Trang,Mongkol Borei,29659.599712,40691748.432200,4069.174843,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.130000,70.000000,1978.000000,3997.000000,3820.000000,1939.000000,3858.000000,4228.000000,11.000000,344.320000,0.000000,0.000000,3533.000000,74.750000,Mongkol Borei,Bat Trang,Banteay Meanchey,29659.600,40691748.432,4069.175,13.528000,102.9620,13.900,103.370
"1471",Banteay Meanchey,"01","0104","010404",Prasat,Preah Netr Preah,83395.743318,194774328.604000,19477.432860,0.000000,0.000000,1.000000,0.000000,3.000000,5.000000,5030.810000,1561.000000,1962.000000,4569.000000,4554.000000,1885.000000,4352.000000,4972.000000,15.000000,230.790000,0.000000,0.000000,1.420000,317.680000,Preah Netr Preah,Prasat,Banteay Meanchey,83395.743,194774328.604,19477.433,13.800000,103.8360,13.900,103.370
"1473",Banteay Meanchey,"01","0102","010209",Ruessei Kraok,Mongkol Borei,25727.589912,35790773.619900,3579.077362,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,2.320000,59.000000,5473.000000,11201.000000,11812.000000,5354.000000,10766.000000,11611.000000,15.000000,690.350000,0.000000,0.000000,2501.000000,46.340000,Mongkol Borei,Ruessei Kraok,Banteay Meanchey,25727.590,35790773.620,3579.077,13.547000,103.0290,13.900,103.370
"1476",Siemreap,"17","1702","170204",Svay Chek,Angkor Thum,33019.031788,42657529.746400,4265.752975,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,166.000000,833.000000,1890.000000,1939.000000,792.000000,1854.000000,1942.000000,3.000000,156.470000,0.000000,36.870000,761.080000,38.990000,Angkor Thum,Svay Chek,Siemreap,33019.032,42657529.746,4265.753,13.533000,103.8100,13.890,103.640
"1478",Banteay Meanchey,"01","0102","010205",Koy Maeng,Mongkol Borei,26559.476045,24563115.510700,2456.311551,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,1.180000,90.000000,1511.000000,2894.000000,3015.000000,1465.000000,2840.000000,2997.000000,7.000000,154.560000,0.000000,0.000000,1836.740000,30.900000,Mongkol Borei,Koy Maeng,Banteay Meanchey,26559.476,24563115.511,2456.312,13.552000,103.0940,13.900,103.370
"1484",Siemreap,"17","1707","170712",Reul,Puok,43719.663962,75569705.178200,7556.970518,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,244.000000,2876.000000,7025.000000,7269.000000,2741.000000,6720.000000,6920.000000,11.000000,519.800000,0.000000,14.640000,2174.630000,83.200000,Puok,Reul,Siemreap,43719.664,75569705.178,7556.971,13.539000,103.7330,13.890,103.640
"1485",Siemreap,"17","1706","170609",Sranal,Kralanh,43553.931090,84275130.913500,8427.513091,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,6.270000,888.000000,2099.000000,4798.000000,4881.000000,2089.000000,4913.000000,4924.000000,12.000000,489.810000,0.000000,0.000000,6244.870000,259.520000,Kralanh,Sranal,Siemreap,43553.931,84275130.914,8427.513,13.538000,103.4900,13.890,103.640
"1486",Siemreap,"17","1706","170603",Kralanh,Kralanh,27445.743951,22492025.900300,2249.202590,0.000000,0.000000,0.000000,0.000000,2.000000,6.000000,3.300000,1579.000000,1168.000000,2673.000000,2816.000000,1131.000000,2730.000000,2823.000000,6.000000,339.620000,0.000000,0.000000,1742.210000,391.510000,Kralanh,Kralanh,Siemreap,27445.744,22492025.900,2249.203,13.560000,103.4290,13.890,103.640
"1487",Banteay Meanchey,"01","0105","010505",Samraong,Ou Chrov,44616.477635,93778396.950400,9377.839695,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.040000,121.000000,1052.000000,2337.000000,2350.000000,1058.000000,2310.000000,2351.000000,5.000000,130.750000,0.000000,0.000000,7161.260000,4.270000,Ou Chrov,Samraong,Banteay Meanchey,44616.478,93778396.950,9377.840,14.153000,103.6430,13.900,103.370
"1489",Siemreap,"17","1707","170716",Yeang,Puok,25378.945959,43828443.834300,4382.844383,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,871.080000,0.130000,Puok,Yeang,Siemreap,25378.946,43828443.834,4382.844,13.566000,103.6220,13.890,103.640
"1490",Banteay Meanchey,"01","0106","010603",Kaoh Pong Satv,Serei Saophoan,31456.400005,15513233.988600,1551.323399,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,8735.610000,221.000000,674.000000,1235.000000,1296.000000,671.000000,1405.000000,1379.000000,4.000000,58.850000,0.000000,0.000000,1210.120000,59.390000,Serei Saophoan,Kaoh Pong Satv,Banteay Meanchey,31456.400,15513233.989,1551.323,13.577000,103.0290,13.900,103.370
"1491",Banteay Meanchey,"01","0105","010503",Kuttasat,Ou Chrov,32419.408413,52164625.776800,5216.462578,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.660000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.280000,0.000000,0.000000,1044.530000,7.590000,Ou Chrov,Kuttasat,Banteay Meanchey,32419.408,52164625.777,5216.463,13.561000,102.7550,13.900,103.370
"1494",Siemreap,"17","1707","170715",Trei Nhoar,Puok,33706.259015,54380015.763800,5438.001576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,1139.000000,2786.000000,2883.000000,1069.000000,2643.000000,2828.000000,6.000000,233.880000,0.000000,0.000000,1003.530000,4.210000,Puok,Trei Nhoar,Siemreap,33706.259,54380015.764,5438.002,13.577000,103.7040,13.890,103.640
"1495",Banteay Meanchey,"01","0106","010605",Ou Ambel,Serei Saophoan,51072.263547,39358064.458600,3935.806446,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.500000,35.000000,4647.000000,9656.000000,9049.000000,4416.000000,9184.000000,8908.000000,5.000000,349.390000,0.000000,0.160000,2739.460000,9.230000,Serei Saophoan,Ou Ambel,Banteay Meanchey,51072.264,39358064.459,3935.806,13.549000,102.9200,13.900,103.370
"1499",Banteay Meanchey,"01","0106","010608",Tuek Thla,Serei Saophoan,35617.239665,51412821.927400,5141.282193,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4334.080000,24.000000,2509.000000,4821.000000,5017.000000,2520.000000,4852.000000,4999.000000,3.000000,393.530000,0.000000,0.000000,2725.640000,8.320000,Serei Saophoan,Tuek Thla,Banteay Meanchey,35617.240,51412821.927,5141.282,13.581000,102.9080,13.900,103.370
"1501",Siemreap,"17","1707","170711",Prey Chruk,Puok,64534.582967,119758798.719000,11975.879872,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.190000,84.000000,1469.000000,3698.000000,3878.000000,1422.000000,3505.000000,3807.000000,7.000000,288.600000,0.000000,0.000000,5185.120000,17.260000,Puok,Prey Chruk,Siemreap,64534.583,119758798.719,11975.880,13.506000,103.5400,13.890,103.640
"1502",Siemreap,"17","1706","170602",Kampong Thkov,Kralanh,18938.558857,15325798.260800,1532.579826,0.000000,0.000000,3.000000,0.000000,2.000000,2.000000,3.080000,1757.000000,1347.000000,3067.000000,3280.000000,1300.000000,2975.000000,3161.000000,8.000000,331.090000,0.000000,0.000000,1144.160000,368.200000,Kralanh,Kampong Thkov,Siemreap,18938.559,15325798.261,1532.580,13.597000,103.4310,13.890,103.640
"1503",Banteay Meanchey,"01","0106","010607",Preah Ponlea,Serei Saophoan,23831.345506,14130697.022500,1413.069702,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2214.930000,63.000000,2524.000000,4967.000000,4901.000000,2440.000000,5305.000000,5449.000000,5.000000,311.730000,0.000000,0.000000,625.960000,13.530000,Serei Saophoan,Preah Ponlea,Banteay Meanchey,23831.346,14130697.023,1413.070,13.582000,102.9880,13.900,103.370
"1507",Banteay Meanchey,"01","0104","010405",Preak Netr Preah,Preah Netr Preah,71481.128905,116829758.961000,11682.975896,0.000000,0.000000,0.000000,0.000000,3.000000,9.000000,2.660000,1241.000000,1910.000000,4361.000000,4451.000000,1880.000000,4382.000000,4380.000000,8.000000,385.680000,0.000000,95.080000,9779.150000,184.180000,Preah Netr Preah,Preak Netr Preah,Banteay Meanchey,71481.129,116829758.961,11682.976,13.557000,103.1660,13.900,103.370
"1511",Siemreap,"17","1706","170605",Roung Kou,Kralanh,24316.092747,32644537.416900,3264.453742,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2009.700000,340.000000,537.000000,1378.000000,1404.000000,498.000000,1368.000000,1289.000000,4.000000,117.490000,0.000000,0.000000,1745.580000,88.810000,Kralanh,Roung Kou,Siemreap,24316.093,32644537.417,3264.454,13.591000,103.5180,13.890,103.640
"1512",Siemreap,"17","1713","171304",Svay Leu,Svay Leu,80573.054282,279060647.226000,27906.064723,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3327.470000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,68.920000,0.000000,357.010000,491.670000,4.750000,Svay Leu,Svay Leu,Siemreap,80573.054,279060647.226,27906.065,13.548000,104.3350,13.890,103.640
"1516",Banteay Meanchey,"01","0106","010606",Phniet,Serei Saophoan,40355.779545,42228599.498400,4222.859950,0.000000,0.000000,1.000000,0.000000,1.000000,4.000000,2.990000,733.000000,952.000000,2066.000000,2048.000000,936.000000,1778.000000,1700.000000,5.000000,30.650000,0.000000,0.000000,3724.990000,59.210000,Serei Saophoan,Phniet,Banteay Meanchey,40355.780,42228599.498,4222.860,13.607000,103.0420,13.900,103.370
"1518",Banteay Meanchey,"01","0106","010602",Kampong Svay,Serei Saophoan,31278.437613,41071936.868700,4107.193687,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.050000,470.000000,4095.000000,6807.000000,8017.000000,3973.000000,7958.000000,7496.000000,5.000000,518.780000,0.000000,0.480000,2288.490000,39.960000,Serei Saophoan,Kampong Svay,Banteay Meanchey,31278.438,41071936.869,4107.194,13.623000,102.9670,13.900,103.370
"1519",Banteay Meanchey,"01","0104","010403",Phnum Lieb,Preah Netr Preah,105626.823043,247522003.102000,24752.200310,0.000000,0.000000,1.000000,0.000000,3.000000,10.000000,4.590000,3985.000000,4142.000000,9054.000000,9156.000000,3994.000000,9648.000000,9089.000000,16.000000,446.500000,0.000000,84.150000,2.150000,737.780000,Preah Netr Preah,Phnum Lieb,Banteay Meanchey,105626.823,247522003.102,24752.200,13.523000,103.2950,13.900,103.370
"1522",Siemreap,"17","1701","170105",Nokor Pheas,Angkor Chum,28619.458726,48893285.552200,4889.328555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.920000,0.180000,Angkor Chum,Nokor Pheas,Siemreap,28619.459,48893285.552,4889.329,13.624000,103.7190,13.890,103.640
"1524",Banteay Meanchey,"01","0104","010401",Chnuor Mean Chey,Preah Netr Preah,33178.758964,50407542.924800,5040.754292,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,3.050000,15.000000,930.000000,2135.000000,2267.000000,921.000000,2055.000000,2148.000000,7.000000,165.110000,0.000000,0.000000,3097.720000,10.980000,Preah Netr Preah,Chnuor Mean Chey,Banteay Meanchey,33178.759,50407542.925,5040.754,13.622000,103.0960,13.900,103.370
"1527",Banteay Meanchey,"01","0104","010408",Tuek Chour,Preah Netr Preah,64655.181186,77353590.665900,7735.359067,1.000000,0.000000,1.000000,1.000000,6.000000,4.000000,3.510000,3103.000000,3311.000000,7888.000000,8317.000000,3269.000000,6709.000000,7460.000000,18.000000,616.230000,0.000000,0.000000,6654.780000,773.760000,Preah Netr Preah,Tuek Chour,Banteay Meanchey,64655.181,77353590.666,7735.359,13.624000,103.3670,13.900,103.370
"1530",Siemreap,"17","1706","170608",Snuol,Kralanh,34383.241929,60728156.171100,6072.815617,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,6253.120000,859.000000,1307.000000,3287.000000,3563.000000,1304.000000,3118.000000,3351.000000,7.000000,134.360000,0.000000,0.000000,4823.610000,124.000000,Kralanh,Snuol,Siemreap,34383.242,60728156.171,6072.816,13.638000,103.5420,13.890,103.640
"1531",Siemreap,"17","1706","170610",Ta An,Kralanh,27671.293384,24411113.091900,2441.111309,1.000000,0.000000,0.000000,2.000000,2.000000,8.000000,242.150000,982.000000,987.000000,2255.000000,2380.000000,931.000000,2095.000000,2409.000000,10.000000,233.610000,0.000000,0.000000,2044.950000,306.860000,Kralanh,Ta An,Siemreap,27671.293,24411113.092,2441.111,13.644000,103.4180,13.890,103.640
"1533",Banteay Meanchey,"01","0104","010406",Rohal,Preah Netr Preah,75858.058225,149311068.396000,14931.106840,0.000000,0.000000,1.000000,0.000000,3.000000,12.000000,1.530000,2354.000000,2378.000000,4813.000000,4658.000000,2223.000000,4584.000000,4702.000000,11.000000,688.160000,0.000000,291.770000,1.370000,697.000000,Preah Netr Preah,Rohal,Banteay Meanchey,75858.058,149311068.396,14931.107,13.595000,103.2350,13.900,103.370
"1539",Siemreap,"17","1706","170601",Chanleas Dai,Kralanh,37582.465985,72067055.390800,7206.705539,1.000000,0.000000,0.000000,2.000000,1.000000,4.000000,1.820000,1768.000000,1950.000000,4108.000000,4313.000000,1835.000000,4082.000000,4473.000000,11.000000,185.020000,0.000000,0.000000,6865.090000,318.130000,Kralanh,Chanleas Dai,Siemreap,37582.466,72067055.391,7206.706,13.644000,103.4670,13.890,103.640
"1541",Banteay Meanchey,"01","0105","010502",Koub,Ou Chrov,56135.409029,81005978.614600,8100.597861,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.850000,20.000000,2003.000000,3910.000000,3972.000000,2013.000000,3895.000000,4005.000000,8.000000,273.250000,0.000000,13.400000,1630.600000,11.830000,Ou Chrov,Koub,Banteay Meanchey,56135.409,81005978.615,8100.598,13.621000,102.7850,13.900,103.370
"1543",Banteay Meanchey,"01","0105","010506",Souphi,Ou Chrov,38217.346696,74340355.144300,7434.035514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9909.960000,7.000000,942.000000,1548.000000,1846.000000,948.000000,1799.000000,1902.000000,3.000000,133.160000,0.000000,95.850000,1179.420000,25.830000,Ou Chrov,Souphi,Banteay Meanchey,38217.347,74340355.144,7434.036,13.656000,102.8220,13.900,103.370
